user,tweet,location,date,sentiment
J C,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"New Jersey, USA",2020-01-14 15:18:27,positive
Pedro González,"RT @nizmycuba: #Flashback Bernie Sanders admirando a Fidel Castro, tirano que sometió y arruinó a toda Cuba, excepto a su cúpula y flia$. N…",None,2020-01-14 15:18:27,neutral
Ms Bond,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Wisconsin, USA",2020-01-14 15:18:27,positive
Sandy,"RT @RonBrownstein: New analysis shows ⁦@SenSanders⁩ agenda would double total federal spending over next decade. As a % of economy, he’s pr…","Ontario, Canada",2020-01-14 15:18:27,positive
That Michael Caputo 🇺🇸🇺🇦,RT @JackPosobiec: Bernie Sanders organizer promises Stalin-style gulags for Trump supporter https://t.co/q4PazwKZyW,NY & FL,2020-01-14 15:18:27,neutral
Ed Richards,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,Mostly Maryland,2020-01-14 15:18:27,positive
Paul W Drake,@JamesOKeefeIII @BernieSanders They sound like every Bernie cult member I’ve ever encountered. Gulags were not so b… https://t.co/Yh6uCbIHM0,None,2020-01-14 15:18:27,positive
MAGAzine Text TRUMP to 88022,"@BernieSanders @cceanv Public Education = Bernie Gulags 

 https://t.co/ZDKIUGMzEL",United States,2020-01-14 15:18:27,neutral
Maxine Avery Hutt,RT @Amy_Siskind: I just made another donation to @ewarren.  She’s my #2 candidate but I cannot stand to see Bernie Sanders and his Bernie B…,"Brockville, Ontario",2020-01-14 15:18:27,neutral
FreeMarkets-TQN-👑,"RT @TraderStef: wow, the #2020Election #socialists have no fear speaking their real truth now.... Project Veritas: #BernieSanders #FeelTheB…",United States,2020-01-14 15:18:28,positive
The OG Hillbilly,RT @KamVTV: Wow. Kevin McCarthy just said at press conference Nancy Pelosi has been holding articles of impeachment to screw over Bernie Sa…,None,2020-01-14 15:18:28,positive
Julee Josephs,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","San Diego, CA",2020-01-14 15:18:28,positive
John M Oppido,RT @bennyjohnson: Bernie Sanders Campaign Field Organizer: “F*cking Milwaukee will burn” if Bernie doesn’t get the Democratic Nomination.…,"East Coast, U.S.A. #1",2020-01-14 15:18:28,negative
Jillmarie,"RT @parscale: Big Democrat debate in Iowa tonight.

Based on the last two weeks and their reaction to @realDonaldTrump’s strong defense of…",United States,2020-01-14 15:18:28,positive
Brenda ✝️🇺🇸⭐️⭐️⭐️,"RT @bennyjohnson: Bernie Sanders Field Organizer Defends Gulags

“There’s a reason Joseph Stalin had gulags, right?”

“People were actually…",None,2020-01-14 15:18:28,positive
Janna,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,None,2020-01-14 15:18:28,positive
Norman Firebaugh,The Hell Hole Bernie Sanders Could Be Sucked Into With This Elizabeth Warren Story https://t.co/R8cfFDeYhB,Kansas,2020-01-14 15:18:28,neutral
🌺just❤️Julia🌺,"RT @Bruno062418: Trouble BREWing in Milwaukee?

#POTUSKNOWS
#comms
#winning https://t.co/00lv4H9v9E",USA,2020-01-14 15:18:28,positive
Maxim Druid,RT @NewRightNetwork: Get to expose Bernie! I still think the DNC will screw him with super delegates like last time. The whole DNC process…,None,2020-01-14 15:18:28,positive
Leeman....,"@JayChpJones The crap that spews out of Bernie's mouth could house 20k more Muslim terrorists in Minnesota.  Wait,… https://t.co/bv6PE5xvTF","Austin, TX",2020-01-14 15:18:28,negative
RA,"RT @riotwomennn: Who did Bernie Sanders ask to nominate him at the 2016 convention?  Tulsi Gabbard

Who did Bernie Sanders name to be a Fel…",None,2020-01-14 15:18:28,neutral
Steven Wright,"RT @LisaMei62: .@ChrisPlanteShow: Watch the MSM ignore this story initially, then attack @JamesOKeefeIII, then claim the video is deceptive…","Illinois, USA",2020-01-14 15:18:28,neutral
🇺🇸🍀Sir PsychQ Sexy🍀🇺🇸,"RT @almostjingo: ICYMI 

“A woman enjoys intercourse with her man...she fantasizes being raped by three men simultaneously.”
-Bernie Sander…",....buffering,2020-01-14 15:18:29,neutral
The Left Independent,"RT @People4Bernie: ITS HAPPENING: The @cceanv is endorsing Bernie Sanders for president of the United States!

https://t.co/YbGBERbmAr?",USA,2020-01-14 15:18:29,neutral
the deplorable & rigid Mrs M.,"RT @JipeFIN: Wowzie, never go full Stalin, even when working for Bernie.

""Gulags were much better than we've been told."" https://t.co/aFaE…",North America,2020-01-14 15:18:29,positive
Austere Revered Mourner,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…","Rhode Island, USA",2020-01-14 15:18:29,neutral
FarSideOfTheHill🌹,RT @poohsbrana: Nevada’s Largest Teachers Union Is Endorsing Bernie Sanders https://t.co/pFNaHmNOhU #FeeltheBern #Bernie2020 #NotMeUs #IAca…,"California, USA",2020-01-14 15:18:29,neutral
D.Rob,@cenkuygur @BernieSanders Mischaracterization. It’s a legit question - and Inlime Bernie. He means if Bernie wins t… https://t.co/7TU5aJTa7R,None,2020-01-14 15:18:29,positive
ʙʀᴀɴᴅᴏ ➐,RT @OldRowSwig: Bernie Sanders driving a car is terrifying.,"everywhere, like such as",2020-01-14 15:18:29,negative
jamie mullen,RT @awiawna: IS THAT THE STREET I THINK IT IS,"California, USA",2020-01-14 15:18:29,neutral
Kitty Kat,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…","Conservative Mesa, AZ",2020-01-14 15:18:29,neutral
Eric Reese,RT @brianschatz: This Bernie Elizabeth thing reminds me that the Republicans are in federal court trying to take away healthcare from tens…,"Massachusetts, USA",2020-01-14 15:18:29,neutral
marlene bateman,@JasonOverstreet Bernies are like a cult. I fear if Bernie is not the nominee we will have a repeat of 2016. The thought terrifies me,"Las Vegas, NV",2020-01-14 15:18:29,neutral
Shaun King,RT @davidsirota: “A new Morning Consult poll tracking the strength of the top Democratic contenders against Trump in hypothetical matchups…,"Brooklyn, NY",2020-01-14 15:18:29,positive
Elida Edgar,"RT @LisaMei62: .@ChrisPlanteShow: Watch the MSM ignore this story initially, then attack @JamesOKeefeIII, then claim the video is deceptive…",None,2020-01-14 15:18:29,neutral
#Bernie#FreeJulian#Extinction#DitchMitch#M4A,"RT @Kbelknap822: There was only one candidate that the leading voice on education in Nevada could endorse, @BernieSanders. Bernie's vision…",Continuum,2020-01-14 15:18:29,neutral
Voting Like a Black Woman🌹 #ITrustBernie,"RT @bourgeoisalien: So what if Liz Warren turned on Bernie and showed her true colors.

Bernie doesn't need allies on debate stage tonight,…",None,2020-01-14 15:18:29,positive
Debbie Irving,"RT @LisaMei62: .@ChrisPlanteShow: Watch the MSM ignore this story initially, then attack @JamesOKeefeIII, then claim the video is deceptive…",None,2020-01-14 15:18:29,neutral
Mario,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,NJ,2020-01-14 15:18:29,positive
Tarnseele,Some Bernie bros were blowing off steam in a bar. Big whoop. Bernie will get shafted again. If they try to play 196… https://t.co/Qr3wpDkCJq,None,2020-01-14 15:18:29,neutral
Why won’t Media cover QuidProJoe Scandel -LLViola,"RT @LaylaAlisha11: @JamesOKeefeIII @BernieSanders This undercover video shows Bernie Sanders is a Nazi himself.

If Trump wins re-election,…",None,2020-01-14 15:18:29,positive
🍑An otherwise blameless life🍑,RT @AidenWolfe: The only goddamn thing I want to see in tonight’s debate is Bernie &amp; Warren setting aside all pride and defusing the growin…,"Dumbfuckistan, Utah, USA",2020-01-14 15:18:29,neutral
Xela 💜 ⚒,RT @SheikhStalin: thank you 👏 #Bernie2020 https://t.co/Go3bwasa7x https://t.co/hhKSZdmbpE,Discord: Xela#6419,2020-01-14 15:18:30,neutral
🔥#UnionStrong 🔥#Bernie2020🔥#BernieYellsForUs🔥,"RT @JENFL23: What does this Dem strategist mean by “we are smart enough to stop him”? 

Remember All, if Bernie does well, progressive cand…",The 813 to 407,2020-01-14 15:18:30,negative
Jeffery Denton,"RT @KyleLovesBernie: I just ran to the store wearing a Bernie Sanders Shirt, While in line a lady said she liked my shirt and told me she w…","Lynnwood, WA",2020-01-14 15:18:30,positive
CountryOverParty,"RT @Cooperstreaming: I love the hoard of Bernie Bros tweeting #RefundWarren as if their opinion on this matters.

A woman says a man said a…","Boston, MA",2020-01-14 15:18:30,positive
Chris Massey aka Regulator,RT @YC727USA: #TrustBernie is trending. Trust Bernie to do What?  Run this country into the ground.  Swan dive into bankruptcy. Sell this c…,"Alabama, USA",2020-01-14 15:18:30,neutral
Chris ⭐️⭐️⭐️,"RT @Lori_B_777: 🚨🚨🚨🚨🚨🚨SHARE! SHARE! SHARE! 🚨🚨🚨🚨🚨🚨

WE MUST SHARE  PROJECT VERITAS VIDEO #ExposeBernie 

THEY WANT TO RE-EDUCATE #MAGA FOLKS…",TX,2020-01-14 15:18:30,neutral
Sharon,@Average_Ed @niayailavien @Millys4Warren fuck bernie,None,2020-01-14 15:18:30,negative
cmdorsey⭐⭐⭐ #BENGHAZI,"According to Bernie's Boys - they are gonna teach us to not be nazis

Ain't that a kneeslapper?",Iowa,2020-01-14 15:18:30,neutral
Coast Dog,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…",None,2020-01-14 15:18:30,positive
🇺🇸⚓️goldbunne⚓️🇺🇸,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",USA,2020-01-14 15:18:30,positive
LG,RT @JamesOKeefeIII: BREAKING: @BernieSanders “free education” policies to “teach you how to not be a f**king nazi.”; 'There is a reason Sta…,"Providence, RI",2020-01-14 15:18:30,positive
#MAGA IN THE 316 🇺🇸Text TRUMP to 88022,RT @iDaveHasQuesti1: I’d say the odds of ANY candidates being asked ANYTHING of substance during the debate is about the same as the odds o…,"Wichita, KS.   https://gab.com",2020-01-14 15:18:31,neutral
Temple Phantom,@TulsiGabbard @BernieSanders I wish Bernie has not allied himself with people like Ilhan Omar and Linda Sarsour. He… https://t.co/1xruqwAVgF,None,2020-01-14 15:18:31,neutral
WayBeyond1984🇺🇸⭐️⭐️⭐️,@BonginoReport @dbongino @DailyCaller @townhallcom @RealDrGina @parscale @TeamTrump @TrumpWarRoom @T_S_P_O_O_K_Y… https://t.co/jYkTQIZZ1V,"Indiana, USA",2020-01-14 15:18:31,neutral
Ellen Black,RT @MariloPozasC: I’ll say it. Bernie Sanders supporters are absolute idiots. #RefundWarren? Bernie Sanders supporters have defrauded the c…,"Scottsdale, AZ",2020-01-14 15:18:31,negative
Pat Henry - Text TRUMP to 88022,"RT @Bruno062418: Trouble BREWing in Milwaukee?

#POTUSKNOWS
#comms
#winning https://t.co/00lv4H9v9E",United States,2020-01-14 15:18:31,positive
rain or shine,#Bernie2020 #BernieBros #Communism,"God’s Creation, yonder woods🍃",2020-01-14 15:18:31,neutral
LibertyFrees,RT @EyesOnQ: @jeremycorbyn Didnt you support @BernieSanders ?? Lookey here .... his staff are terrorists. https://t.co/Ij04fbiox0,None,2020-01-14 15:18:31,neutral
Maggie Maga,RT @ScrapperChris: 🚨Beware of Bernie Sanders 🚨,Southern California,2020-01-14 15:18:31,neutral
#NotMeUs,"RT @People4Bernie: ITS HAPPENING: The @cceanv is endorsing Bernie Sanders for president of the United States!

https://t.co/YbGBERbmAr?",None,2020-01-14 15:18:31,neutral
ALE✞HEIAHOLIC👌,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",Middle Earth,2020-01-14 15:18:31,negative
✨🇺🇸BRIDGET🇺🇸✨,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",United States,2020-01-14 15:18:31,negative
⚔️🇺🇸⭐️❌TexasJen❌⭐️🇺🇸⚔️,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…","Texas, USA",2020-01-14 15:18:32,positive
platitudes wonk,RT @allahliker: i remain 100% convinced that warren loved to tell an embellished version of her bernie dinner just like she loved talkin ab…,Kansas City,2020-01-14 15:18:32,positive
David,"RT @PrisonPlanet: What are the odds Bernie won't be asked during tonight's debate about one of his organizers calling for gulags, ""re-educa…","Michigan, USA",2020-01-14 15:18:32,neutral
❌Wiredwog ⭐️⭐️⭐️,"RT @charliekirk11: BREAKING:

Bernie Sanders campaign reveals the REAL reason for their “free college” platform—to “re-educate” Trump suppo…",None,2020-01-14 15:18:32,positive
Evie Queen of the Mute Button Warner 🚺🎦⚖️,"RT @CalebJHull: Bernie is the last person I’d ever vote for, but the James O’Keefe stuff is really dumb.

1. I don’t believe anything O’Kee…","Dayton, OH",2020-01-14 15:18:32,negative
🇺🇸✝️🐸Michael Childress🐸✝️🇺🇸,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…","Knoxville, TN",2020-01-14 15:18:32,positive
Azuri,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…",None,2020-01-14 15:18:32,negative
Red Pill Farmer,"RT @T_S_P_O_O_K_Y: Oh, yeah - blackface @GovernorVA wants to disarm law abiding citizens at the VERY TIME the progressive wing of his @TheD…","Washington, DC",2020-01-14 15:18:32,positive
W.R. German,RT @RiskyLiberal: @DirkSchwenk @LouiseMensch Bernie is drunk on his own supply.  Backbench third-party Senator finally gets some national a…,Earth,2020-01-14 15:18:32,positive
AGW1GWW 💯👀👀 #ReBuildtheFBI #Text Trump 88022,"RT @catturd2: @JamesOKeefeIII and @Project_Veritas has done it again and revealed to the world, in their own words, what Bernie Sanders and…",None,2020-01-14 15:18:32,positive
TorySC #USA #Constitution,"RT @TrumpLadyFran: @AnnaApp91838450 Night Anna❤️America🇺🇸
This Year Trump &amp; The People
Will Kick Azz To Make This Country
Even Greater! We'…",USA,2020-01-14 15:18:32,positive
Cindy,"RT @summer7570: @SilERabbit No..because Bernie pulled this in 2016. https://t.co/qwyc8lax9p
It’s not like we all have Amnesia. 
https://t.c…",None,2020-01-14 15:18:32,neutral
Kausik,"RT @riotwomennn: Bernie Sanders doesn't even like the Democratic party or Democrats

Sanders wants the votes of the white folks who watch F…",None,2020-01-14 15:18:32,positive
AJMoore,"RT @JamesOKeefeIII: BREAKING: ""If Bernie doesn't get the nomination or it goes to a second round at the @DNC Convention, f**king Milwaukee…","Washington, USA",2020-01-14 15:18:33,negative
Logical Liberal Patriot 🇺🇸,"RT @HKrassenstein: If Bernie is the nominee, I’ll vote for him.  If Warren is the nominee, I’ll vote for her.  

Stop the fighting within t…","Pennsylvania, USA",2020-01-14 15:18:33,neutral
LJ,"RT @MinnPatriot: @JamesOKeefeIII @DNC @BernieSanders Bernie Sanders doesn’t want to be President...

He wants to be DICTATOR...",None,2020-01-14 15:18:33,positive
Unspokenbond,"RT @Tereza_Lee: @BernieSanders literally created his immigration plans with immigrants and undocumented immigrants at his table, the very p…",CA,2020-01-14 15:18:33,positive
MightyJimbo,"RT @CarpeDonktum: Why do Bernie Bros want people to be put into ""education"" camps while their cities burn? Any comment @BernieSanders?

#Ex…",Ohio,2020-01-14 15:18:33,neutral
